priority,resource request for CPU cores,resource request for RAM,resource request for local disk space,Count,Probablity,normalised CPU cores,normalised RAM,normalised Disk Space
0,0.06146,0.02386,0.000617,2915,0.00017967537990556164,98.38322394749478,153.53925353925354,646.9539687532767
0,0.06189,0.004662,5.341e-05,12810,0.0007895854602367906,99.07155434608612,30.0,56.00293593373178
0,0.0625,0.004662,7.629e-06,4153,0.00025598348293234905,100.0480230510645,30.0,7.9993708713431895
0,0.0625,0.01016,0.0003862,2900,0.00017875080676711105,100.0480230510645,65.37966537966538,404.9491454335745
0,0.0625,0.01111,0.0003862,2899,0.00017868916855788103,100.0480230510645,71.49292149292148,404.9491454335745
0,0.0625,0.0116,0.0003862,2899,0.00017868916855788103,100.0480230510645,74.64607464607464,404.9491454335745
0,0.0625,0.01228,0.0003862,2899,0.00017868916855788103,100.0480230510645,79.02187902187902,404.9491454335745
0,0.0625,0.01244,1.907e-05,11250,0.0006934298538379309,100.0480230510645,80.05148005148004,19.995805808954596
0,0.0625,0.01289,0.0003862,2899,0.00017868916855788103,100.0480230510645,82.94723294723295,404.9491454335745
0,0.0625,0.01341,0.0003862,2899,0.00017868916855788103,100.0480230510645,86.29343629343629,404.9491454335745
0,0.0625,0.01387,0.0003862,2899,0.00017868916855788103,100.0480230510645,89.25353925353924,404.9491454335745
0,0.0625,0.01411,0.0003862,3861,0.00023798512583717786,100.0480230510645,90.79794079794078,404.9491454335745
0,0.0625,0.01434,0.0003862,2899,0.00017868916855788103,100.0480230510645,92.27799227799227,404.9491454335745
0,0.0625,0.01459,0.0003862,11595,0.0007146950360222941,100.0480230510645,93.88674388674389,404.9491454335745
0,0.0625,0.01459,0.000617,4580,0.0002823029982735754,100.0480230510645,93.88674388674389,646.9539687532767
0,0.0625,0.02332,0.0003862,1116,6.878824150072273e-05,100.0480230510645,150.06435006435007,404.9491454335745
0,0.0625,0.02332,0.0005655,6287,0.0003875194214292508,100.0480230510645,150.06435006435007,592.9537590437244
0,0.0625,0.02386,0.0003862,20951,0.0012913821215785324,100.0480230510645,153.53925353925354,404.9491454335745
0,0.0625,0.02386,0.000617,2588,0.00015951968548733912,100.0480230510645,153.53925353925354,646.9539687532767
0,0.0625,0.02386,0.0007714999999999999,2960,0.00018244909932091337,100.0480230510645,153.53925353925354,808.9545978819334
0,0.0625,0.0318,0.0003862,1286,7.926673706982925e-05,100.0480230510645,204.63320463320463,404.9491454335745
0,0.0625,0.0318,0.0007714999999999999,74195,0.0045732469338226915,100.0480230510645,204.63320463320463,808.9545978819334
0,0.0625,0.03406,0.001543,1904,0.00011735915037399292,100.0480230510645,219.17631917631917,1617.909195763867
0,0.0625,0.03741,0.0003862,3610,0.00022251393532043826,100.0480230510645,240.73359073359072,404.9491454335745
0,0.0625,0.03864,0.0003862,4067,0.00025068259693856575,100.0480230510645,248.64864864864865,404.9491454335745
0,0.0625,0.03882,0.0003862,10614,0.0006542279527676265,100.0480230510645,249.8069498069498,404.9491454335745
0,0.0625,0.03979,0.0003862,48173,0.0029692974532386346,100.0480230510645,256.048906048906,404.9491454335745
0,0.0625,0.04663,0.001131,73142,0.004508341899503461,100.0480230510645,300.06435006435004,1185.9075180874488
0,0.0625,0.04773,0.0001154,4106,0.00025308648709853725,100.0480230510645,307.1428571428571,121.00241165985109
0,0.0625,0.04773,0.0003862,11548,0.0007117980401884822,100.0480230510645,307.1428571428571,404.9491454335745
0,0.0625,0.0636,0.0005398,16130,0.0009942243148805176,100.0480230510645,409.26640926640925,566.0060815770158
0,0.0625,0.06921000000000001,7.725e-05,3900,0.00024038901599714936,100.0480230510645,445.3667953667954,81.00031456432839
0,0.0625,0.06957999999999999,7.725e-05,5886,0.0003628024995280054,100.0480230510645,447.74774774774767,81.00031456432839
0,0.0625,0.0697,7.725e-05,12359,0.0007617866278740433,100.0480230510645,448.51994851994846,81.00031456432839
0,0.0625,0.06982000000000001,7.725e-05,3924,0.00024186833301867027,100.0480230510645,449.2921492921493,81.00031456432839
0,0.0625,0.06995,7.725e-05,5617,0.0003462218212451251,100.0480230510645,450.1287001287001,81.00031456432839
0,0.0625,0.07007000000000001,7.725e-05,8231,0.0005073441001724452,100.0480230510645,450.9009009009009,81.00031456432839
0,0.0625,0.07019,7.725e-05,8998,0.0005546206066518846,100.0480230510645,451.67310167310166,81.00031456432839
0,0.0625,0.07031,7.725e-05,7996,0.0004928591210033862,100.0480230510645,452.4453024453024,81.00031456432839
0,0.0625,0.07056,7.725e-05,2012,0.00012401607697083705,100.0480230510645,454.054054054054,81.00031456432839
0,0.0625,0.07067999999999999,7.725e-05,5899,0.0003636037962479959,100.0480230510645,454.82625482625474,81.00031456432839
0,0.0625,0.0708,7.725e-05,7896,0.0004866953000803824,100.0480230510645,455.5984555984556,81.00031456432839
0,0.0625,0.07178,7.725e-05,1807,0.0001113802440786792,100.0480230510645,461.90476190476187,81.00031456432839
0,0.0625,0.07202,7.725e-05,1906,0.000117482426792453,100.0480230510645,463.44916344916345,81.00031456432839
0,0.0625,0.07239,7.725e-05,1989,0.00012259839815854617,100.0480230510645,465.8301158301158,81.00031456432839
0,0.0625,0.07275,7.725e-05,2003,0.0001234613330877667,100.0480230510645,468.1467181467181,81.00031456432839
0,0.0625,0.07959,0.0003862,1536,9.467628937733882e-05,100.0480230510645,512.1621621621621,404.9491454335745
0,0.0625,0.09546,1.907e-05,1665,0.00010262761836801377,100.0480230510645,614.2857142857142,19.995805808954596
0,0.0625,0.09546,7.725e-05,1077,6.638435134075124e-05,100.0480230510645,614.2857142857142,81.00031456432839
0,0.06873,0.01193,0.0001154,21014,0.0012952653287600247,110.02080998879461,76.76962676962677,121.00241165985109
0,0.09375,0.006218,3.815e-05,14235,0.0008774199083895951,150.07203457659676,40.01287001287001,40.0020970955227
0,0.09375,0.01088,3.815e-05,11514,0.0007097023410746609,150.07203457659676,70.01287001287001,40.0020970955227
0,0.09998,0.009323,0.0001926,11020,0.0006792530657150221,160.04482151432686,59.99356499356499,201.95029883611195
0,0.125,0.04773,2.861e-05,2219,0.00013677518628145497,200.096046102129,307.1428571428571,29.998951452238646
0,0.125,0.04773,0.0001154,4071,0.0002509291497754859,200.096046102129,307.1428571428571,121.00241165985109
0,0.125,0.04773,0.0001926,19572,0.0012063830310503096,200.096046102129,307.1428571428571,201.95029883611195
0,0.125,0.04773,0.0002317,1668,0.00010281253299570388,200.096046102129,307.1428571428571,242.94851630491766
0,0.125,0.0636,7.725e-05,1909,0.0001176673414201431,200.096046102129,409.26640926640925,81.00031456432839
0,0.125,0.07959,5.436e-05,10868,0.0006698840579120562,200.096046102129,512.1621621621621,56.99905630701478
0,0.125,0.1272,0.0001154,13347,0.0008226851785933211,200.096046102129,818.5328185328185,121.00241165985109
0,0.125,0.1272,0.0003862,5693,0.00035090632514660805,200.096046102129,818.5328185328185,404.9491454335745
1,0.006248,0.002331,1.144e-05,1212,7.470550958680641e-05,10.001600768368816,15.0,11.995386389850058
1,0.006248,0.02332,7.725e-05,13982,0.0008618254414543955,10.001600768368816,150.06435006435007,81.00031456432839
1,0.006248,0.02332,0.001131,4184,0.00025789426741848026,10.001600768368816,150.06435006435007,1185.9075180874488
1,0.006248,0.02332,0.001543,3566,0.00021980185411431656,10.001600768368816,150.06435006435007,1617.909195763867
1,0.006248,0.03107,0.0009651,35966,0.0022168798331675572,10.001600768368816,199.93564993564993,1011.9534444793959
1,0.006248,0.0318,7.725e-05,67285,0.004147326908043127,10.001600768368816,204.63320463320463,81.00031456432839
1,0.0076900000000000015,0.004662,1.144e-05,1212,7.470550958680641e-05,12.30990875620298,30.0,11.995386389850058
1,0.009369,0.005486,1.907e-05,2832,0.00017455940853946844,14.997598847446774,35.3024453024453,19.995805808954596
1,0.009369,0.00795,7.629e-06,2803,0.00017277190047179734,14.997598847446774,51.15830115830116,7.9993708713431895
1,0.009369,0.0159,3.815e-05,4014,0.0002474157718493737,14.997598847446774,102.31660231660231,40.0020970955227
1,0.009369,0.0159,0.0006046000000000001,19772,0.0012187106728963172,14.997598847446774,102.31660231660231,633.9519765125301
1,0.009369,0.0159,0.0007714999999999999,17709,0.0010915510472547481,14.997598847446774,102.31660231660231,808.9545978819334
1,0.009369,0.02332,0.0005655,150902,0.00930132904923124,14.997598847446774,150.06435006435007,592.9537590437244
1,0.009369,0.0318,3.815e-05,3963,0.00024427222317864177,14.997598847446774,204.63320463320463,40.0020970955227
1,0.009369,0.0318,0.0001926,1854,0.000114277239912491,14.997598847446774,204.63320463320463,201.95029883611195
1,0.009369,0.0318,0.0003862,249341,0.01536893272762698,14.997598847446774,204.63320463320463,404.9491454335745
1,0.009369,0.0318,0.0005788999999999999,1970,0.00012142727218317544,14.997598847446774,204.63320463320463,607.0042990458214
1,0.009369,0.04773,3.815e-05,2011,0.000123954438761607,14.997598847446774,307.1428571428571,40.0020970955227
1,0.009567,0.01048,1.717e-05,2082,0.00012833075161693973,15.314550984472547,67.43886743886743,18.00356506238859
1,0.0125,0.004662,1.144e-05,1507,9.288878130966772e-05,20.0096046102129,30.0,11.995386389850058
1,0.0125,0.004662,3.815e-05,1024,6.311752625155922e-05,20.0096046102129,30.0,40.0020970955227
1,0.0125,0.006104,1.907e-05,1404,8.654004575897377e-05,20.0096046102129,39.27927927927928,19.995805808954596
1,0.0125,0.007767,2.67e-05,7587,0.00046764909342830057,20.0096046102129,49.98069498069498,27.996225228059135
1,0.0125,0.007767,0.00015069999999999998,1599,9.855949655883123e-05,20.0096046102129,49.98069498069498,158.01614763552476
1,0.0125,0.01553,3.815e-05,4947,0.00030492422106099946,20.0096046102129,99.93564993564993,40.0020970955227
1,0.0125,0.01553,0.0003767,1046,6.447356685462006e-05,20.0096046102129,99.93564993564993,394.98794170074444
1,0.0125,0.0159,1.049e-05,2037,0.000125557032201588,20.0096046102129,102.31660231660231,10.999266016567054
1,0.0125,0.0159,0.000309,4807,0.0002962948717687941,20.0096046102129,102.31660231660231,324.00125825731357
1,0.0125,0.0159,0.0007714999999999999,5355,0.00033007261042685505,20.0096046102129,102.31660231660231,808.9545978819334
1,0.0125,0.02176,0.0005274,15524,0.0009568715600871145,20.0096046102129,140.02574002574002,553.0040893362692
1,0.0125,0.02643,3.433e-05,5998,0.0003697059789617697,20.0096046102129,170.07722007722006,35.99664464716367
1,0.0125,0.02795,0.0005274,7638,0.0004707926420990325,20.0096046102129,179.85842985842984,553.0040893362692
1,0.0125,0.0318,7.725e-05,68762,0.004238366543075894,20.0096046102129,204.63320463320463,81.00031456432839
1,0.0125,0.0318,0.0001545,351445,0.02166244044285081,20.0096046102129,204.63320463320463,162.00062912865678
1,0.0125,0.0318,0.0001926,3204,0.00019748882237304271,20.0096046102129,204.63320463320463,201.95029883611195
1,0.0125,0.04773,0.0001926,2865,0.00017659346944405972,20.0096046102129,307.1428571428571,201.95029883611195
1,0.0125,0.04773,0.000309,7862,0.0004845996009665611,20.0096046102129,307.1428571428571,324.00125825731357
1,0.0125,0.05566,0.0001926,3851,0.0002373687437448775,20.0096046102129,358.17245817245816,201.95029883611195
1,0.0125,0.08545,0.003769,10563,0.0006510844040968945,20.0096046102129,549.8712998712998,3951.9765125301456
1,0.0125,0.08545,0.009415,7657,0.0004719637680744032,20.0096046102129,549.8712998712998,9872.077173115234
1,0.015619999999999997,0.01553,3.815e-05,5469,0.00033709936627907943,25.004001920922036,99.93564993564993,40.0020970955227
1,0.015619999999999997,0.03979,0.000309,34484,0.0021255320070886407,25.004001920922036,256.048906048906,324.00125825731357
1,0.01874,0.006218,3.815e-05,4133,0.00025475071874774826,29.99839923163118,40.01287001287001,40.0020970955227
1,0.01874,0.007767,3.815e-05,7282,0.0004488494396131389,29.99839923163118,49.98069498069498,40.0020970955227
1,0.01874,0.0318,7.725e-05,2006,0.00012364624771545683,29.99839923163118,204.63320463320463,81.00031456432839
1,0.03125,0.00795,0.0003862,1901,0.0001171742357463028,50.02401152553225,51.15830115830116,404.9491454335745
1,0.03125,0.0159,3.815e-05,1815,0.00011187334975251951,50.02401152553225,102.31660231660231,40.0020970955227
1,0.03125,0.0159,5.817e-05,1350,8.32115824605517e-05,50.02401152553225,102.31660231660231,60.9940232777603
1,0.03125,0.03107,0.001131,1398,8.617021650359353e-05,50.02401152553225,199.93564993564993,1185.9075180874488
1,0.03125,0.04663,0.0001888,4685,0.0002887750102427294,50.02401152553225,300.06435006435004,197.96581734297996
1,0.03125,0.04663,0.001131,7033,0.0004335015255148593,50.02401152553225,300.06435006435004,1185.9075180874488
1,0.03125,0.04663,0.001884,4271,0.0002632567916214936,50.02401152553225,300.06435006435004,1975.4639823843975
1,0.03125,0.07764,0.001131,4940,0.0003044927535963892,50.02401152553225,499.6138996138996,1185.9075180874488
1,0.03748,0.004662,3.815e-05,2783,0.00017153913628719657,59.99679846326236,30.0,40.0020970955227
1,0.03748,0.007767,3.815e-05,9178,0.0005657154843132915,59.99679846326236,49.98069498069498,40.0020970955227
1,0.04376,0.0318,3.815e-05,3754,0.00023138983744956377,70.04962381943332,204.63320463320463,40.0020970955227
1,0.04376,0.0636,7.725e-05,18645,0.001149244411094064,70.04962381943332,409.26640926640925,81.00031456432839
1,0.04999,0.01088,0.0001926,1856,0.00011440051633095107,80.02241075716343,70.01287001287001,201.95029883611195
1,0.056270000000000014,0.01244,0.000226,1834,0.00011304447572789024,90.07523611333441,80.05148005148004,236.97179406521965
1,0.056270000000000014,0.03107,0.000226,1899,0.00011705095932784272,90.07523611333441,199.93564993564993,236.97179406521965
1,0.0625,0.005486,9.537e-06,1676,0.00010330563866954419,100.0480230510645,35.3024453024453,10.0
1,0.0625,0.0159,0.0001154,2133,0.00013147430028767168,100.0480230510645,102.31660231660231,121.00241165985109
1,0.0625,0.02332,0.0003862,12927,0.0007967971307167051,100.0480230510645,150.06435006435007,404.9491454335745
1,0.0625,0.0318,0.0001926,220181,0.013571562546479062,100.0480230510645,204.63320463320463,201.95029883611195
1,0.0625,0.0318,0.0002699,54082,0.0033335176315789313,100.0480230510645,204.63320463320463,283.0030407885079
1,0.0625,0.0318,0.0005788999999999999,61171,0.0037704708968106728,100.0480230510645,204.63320463320463,607.0042990458214
1,0.0625,0.0636,3.815e-05,2346,0.00014460323885366985,100.0480230510645,409.26640926640925,40.0020970955227
1,0.0625,0.0636,7.725e-05,7611,0.00046912841044982145,100.0480230510645,409.26640926640925,81.00031456432839
1,0.0625,0.07959,7.725e-05,8005,0.0004934138648864566,100.0480230510645,512.1621621621621,81.00031456432839
1,0.0625,0.09546,0.0003862,1266,7.803397288522848e-05,100.0480230510645,614.2857142857142,404.9491454335745
1,0.0625,0.1909,0.0007714999999999999,1501,9.251895205428748e-05,100.0480230510645,1228.4427284427284,808.9545978819334
1,0.0625,0.3184,0.0007714999999999999,7068,0.00043565886283791067,100.0480230510645,2048.906048906049,808.9545978819334
1,0.125,0.0318,0.001158,1359,8.376632634362204e-05,200.096046102129,204.63320463320463,1214.218307643913
2,0.006248,0.002487,0.000226,10972,0.0006762944316719802,10.001600768368816,16.003861003861005,236.97179406521965
2,0.006248,0.003666,0.0003862,2462,0.00015175327112435427,10.001600768368816,23.59073359073359,404.9491454335745
2,0.006248,0.00415,3.242e-05,11556,0.0007122911458623225,10.001600768368816,26.705276705276702,33.99391842298416
2,0.006248,0.004166,3.242e-05,2944,0.00018146288797323275,10.001600768368816,26.80823680823681,33.99391842298416
2,0.006248,0.004242,3.242e-05,14618,0.0009010273425246998,10.001600768368816,27.297297297297295,33.99391842298416
2,0.006248,0.004303,3.242e-05,13771,0.0008488197793068573,10.001600768368816,27.68983268983269,33.99391842298416
2,0.006248,0.0043950000000000005,3.242e-05,28184,0.0017372112889393993,10.001600768368816,28.281853281853284,33.99391842298416
2,0.006248,0.004539,3.242e-05,13428,0.0008276778735409543,10.001600768368816,29.208494208494205,33.99391842298416
2,0.006248,0.004555,3.242e-05,11760,0.0007248653405452504,10.001600768368816,29.31145431145431,33.99391842298416
2,0.006248,0.0045850000000000005,3.242e-05,2930,0.0001805999530440122,10.001600768368816,29.504504504504506,33.99391842298416
2,0.006248,0.004692,3.242e-05,11688,0.0007204273894806877,10.001600768368816,30.19305019305019,33.99391842298416
2,0.006248,0.004723,3.242e-05,2932,0.00018072322946247228,10.001600768368816,30.39253539253539,33.99391842298416
2,0.006248,0.004753,3.242e-05,14379,0.0008862958105187207,10.001600768368816,30.585585585585587,33.99391842298416
2,0.006248,0.004768,3.242e-05,17776,0.0010956808072731608,10.001600768368816,30.68211068211068,33.99391842298416
2,0.006248,0.004845,3.242e-05,23343,0.001438820718056784,10.001600768368816,31.17760617760618,33.99391842298416
2,0.006248,0.00486,3.242e-05,6718,0.0004140854896073973,10.001600768368816,31.27413127413127,33.99391842298416
2,0.006248,0.004875,3.242e-05,19545,0.0012047187994010985,10.001600768368816,31.37065637065637,33.99391842298416
2,0.006248,0.004898,3.242e-05,11777,0.000725913190102161,10.001600768368816,31.518661518661514,33.99391842298416
2,0.006248,0.004929,3.242e-05,10827,0.0006673568913336247,10.001600768368816,31.718146718146716,33.99391842298416
2,0.006248,0.00502,3.242e-05,14254,0.0008785910343649659,10.001600768368816,32.3037323037323,33.99391842298416
2,0.006248,0.0053100000000000005,3.242e-05,9669,0.0005959798450452403,10.001600768368816,34.16988416988417,33.99391842298416
2,0.006248,0.005379,3.242e-05,3934,0.00024248471511097066,10.001600768368816,34.61389961389961,33.99391842298416
2,0.006248,0.006104,3.242e-05,14487,0.0008929527371155648,10.001600768368816,39.27927927927928,33.99391842298416
2,0.006248,0.006462000000000001,3.242e-05,11687,0.0007203657512714575,10.001600768368816,41.58301158301158,33.99391842298416
2,0.006248,0.006821,3.242e-05,5922,0.0003650214750602868,10.001600768368816,43.89317889317889,33.99391842298416
2,0.006248,0.006836,3.242e-05,14592,0.0008994247490847189,10.001600768368816,43.98970398970399,33.99391842298416
2,0.006248,0.006851,3.242e-05,12922,0.0007964889396705548,10.001600768368816,44.08622908622908,33.99391842298416
2,0.006248,0.006912000000000001,3.242e-05,14793,0.0009118140291399566,10.001600768368816,44.47876447876448,33.99391842298416
2,0.006248,0.006989,3.242e-05,9663,0.0005956100157898601,10.001600768368816,44.97425997425997,33.99391842298416
2,0.006248,0.007072,3.242e-05,14370,0.0008857410666356503,10.001600768368816,45.50836550836551,33.99391842298416
2,0.006248,0.007103,3.242e-05,14579,0.0008986234523647283,10.001600768368816,45.7078507078507,33.99391842298416
2,0.006248,0.007103,0.0003862,2848,0.00017554561988714906,10.001600768368816,45.7078507078507,404.9491454335745
2,0.006248,0.007118000000000002,0.0003862,2842,0.00017517579063176884,10.001600768368816,45.804375804375816,404.9491454335745
2,0.006248,0.007164,3.242e-05,25933,0.001598463679962583,10.001600768368816,46.100386100386096,33.99391842298416
2,0.006248,0.007179000000000001,3.242e-05,9492,0.0005850698820115235,10.001600768368816,46.1969111969112,33.99391842298416
2,0.006248,0.007767,3.242e-05,352535,0.02172962609091155,10.001600768368816,49.98069498069498,33.99391842298416
2,0.006248,0.01102,1.907e-05,1261,7.77257818390783e-05,10.001600768368816,70.91377091377092,19.995805808954596
2,0.006248,0.01109,1.907e-05,1281,7.895854602367906e-05,10.001600768368816,71.36422136422135,19.995805808954596
2,0.006248,0.01117,1.907e-05,1185,7.304127793759538e-05,10.001600768368816,71.87902187902188,19.995805808954596
2,0.006248,0.01125,1.907e-05,1026,6.324080267001929e-05,10.001600768368816,72.39382239382239,19.995805808954596
2,0.006248,0.01131,1.907e-05,1212,7.470550958680641e-05,10.001600768368816,72.77992277992279,19.995805808954596
2,0.006248,0.0114,1.907e-05,1222,7.532189167910679e-05,10.001600768368816,73.35907335907336,19.995805808954596
2,0.006248,0.01151,1.907e-05,1118,6.891151791918282e-05,10.001600768368816,74.06692406692406,19.995805808954596
2,0.006248,0.01157,1.907e-05,1264,7.79106964667684e-05,10.001600768368816,74.45302445302445,19.995805808954596
2,0.009018,0.04773,0.0003862,3002,0.00018503790410857496,14.435729149991994,307.1428571428571,404.9491454335745
2,0.009064,0.04773,0.0003862,3323,0.00020482376927141727,14.509364494957577,307.1428571428571,404.9491454335745
2,0.009369,0.004913,0.0003862,1948,0.0001200712315801146,14.997598847446774,31.615186615186612,404.9491454335745
2,0.009369,0.0318,7.725e-05,1620,9.985389895266205e-05,14.997598847446774,204.63320463320463,81.00031456432839
2,0.009369,0.04773,0.0003862,2118,0.0001305497271492211,14.997598847446774,307.1428571428571,404.9491454335745
2,0.0125,0.004662,1.526e-05,3967,0.0002445187760155619,20.0096046102129,30.0,16.000838838209077
2,0.0125,0.0318,7.725e-05,2056,0.00012672815817695872,20.0096046102129,204.63320463320463,81.00031456432839
2,0.01648,0.01166,2.861e-05,1758,0.00010835997182640732,26.38066271810469,75.03217503217503,29.998951452238646
2,0.02374,0.02545,0.0003862,4033,0.0002485868978247445,38.00224107571634,163.77091377091375,404.9491454335745
2,0.02499,0.02145,0.0003862,1000,6.163820923003829e-05,40.00320153673763,138.03088803088804,404.9491454335745
2,0.02499,0.02277,0.0003862,1030,6.348735550693945e-05,40.00320153673763,146.5250965250965,404.9491454335745
2,0.02499,0.02332,0.0003862,1010,6.225459132233867e-05,40.00320153673763,150.06435006435007,404.9491454335745
2,0.02499,0.02454,0.0003862,1021,6.29326116238691e-05,40.00320153673763,157.9150579150579,404.9491454335745
2,0.02499,0.02533,0.0003862,1009,6.219295311310864e-05,40.00320153673763,162.998712998713,404.9491454335745
2,0.02499,0.02545,0.0003862,20404,0.0012576660211297015,40.00320153673763,163.77091377091375,404.9491454335745
2,0.02499,0.0318,0.0004244,4095,0.00025240846679700684,40.00320153673763,204.63320463320463,445.0036699171647
2,0.02499,0.03339,0.0003862,28900,0.0017813442467481068,40.00320153673763,214.86486486486487,404.9491454335745
2,0.02499,0.07959,0.0003862,2601,0.0001603209822073296,40.00320153673763,512.1621621621621,404.9491454335745
2,0.0303,0.0159,0.0007714999999999999,1780,0.00010971601242946817,48.50328157515607,102.31660231660231,808.9545978819334
2,0.03125,0.007767,2.861e-05,6278,0.0003869646775461804,50.02401152553225,49.98069498069498,29.998951452238646
2,0.03125,0.009323,0.0001545,3241,0.00019976943611455412,50.02401152553225,59.99356499356499,162.00062912865678
2,0.03125,0.0159,0.0007714999999999999,1773,0.0001092845449648579,50.02401152553225,102.31660231660231,808.9545978819334
2,0.03125,0.0318,0.0001545,2017,0.00012432426801698725,50.02401152553225,204.63320463320463,162.00062912865678
2,0.03748,0.02545,0.0001154,10425,0.0006425783312231493,59.99679846326236,163.77091377091375,121.00241165985109
2,0.03748,0.03979,0.0003862,10310,0.0006354899371616949,59.99679846326236,256.048906048906,404.9491454335745
2,0.04999,0.03979,0.0005398,10134,0.0006246416123372081,80.02241075716343,256.048906048906,566.0060815770158
2,0.0625,0.02386,0.0001926,1540,9.492284221425898e-05,100.0480230510645,153.53925353925354,201.95029883611195
2,0.0625,0.0318,7.725e-05,5281,0.00032551138294383225,100.0480230510645,204.63320463320463,81.00031456432839
2,0.09375,0.03979,3.815e-05,8420,0.0005189937217169225,150.07203457659676,256.048906048906,40.0020970955227
2,0.09998,0.02069,3.815e-05,21184,0.0013057438243291313,160.04482151432686,133.14028314028315,40.0020970955227
2,0.1875,0.05566,7.725e-05,1533,9.449137474964871e-05,300.1440691531935,358.17245817245816,81.00031456432839
4,0.0006247000000000001,0.003975,4.768e-06,3297,0.00020322117583143626,1.0,25.57915057915058,4.999475726119324
4,0.006248,0.0015539999999999998,9.537e-07,4078,0.00025136061724009617,10.001600768368816,9.999999999999998,1.0
4,0.006248,0.0015539999999999998,3.815e-06,3956,0.0002438407557140315,10.001600768368816,9.999999999999998,4.000209709552269
4,0.006248,0.001942,1.144e-05,4832,0.00029783582699954505,10.001600768368816,12.496782496782496,11.995386389850058
4,0.006248,0.002239,3.815e-05,1597,9.843622014037116e-05,10.001600768368816,14.407979407979408,40.0020970955227
4,0.006248,0.002254,3.815e-05,1942,0.00011970140232473437,10.001600768368816,14.504504504504503,40.0020970955227
4,0.006248,0.00227,3.815e-05,1636,0.00010084011030034265,10.001600768368816,14.607464607464605,40.0020970955227
4,0.006248,0.002487,0.000226,44282,0.002729463181124556,10.001600768368816,16.003861003861005,236.97179406521965
4,0.006248,0.003109,3.815e-06,1502,9.258059026351752e-05,10.001600768368816,20.006435006435005,4.000209709552269
4,0.006248,0.003109,9.537e-06,4076,0.00025123734082163607,10.001600768368816,20.006435006435005,10.0
4,0.006248,0.003109,1.907e-05,4806,0.00029623323355956407,10.001600768368816,20.006435006435005,19.995805808954596
4,0.006248,0.003479,0.0003862,2346,0.00014460323885366985,10.001600768368816,22.387387387387385,404.9491454335745
4,0.006248,0.003559000000000001,0.0003862,4728,0.00029142545323962107,10.001600768368816,22.902187902187908,404.9491454335745
4,0.006248,0.00362,0.0003862,4917,0.00030307507478409833,10.001600768368816,23.294723294723294,404.9491454335745
4,0.006248,0.003635,0.0003862,4763,0.0002935827905626724,10.001600768368816,23.391248391248393,404.9491454335745
4,0.006248,0.003651,0.0003862,7021,0.00043276186700409887,10.001600768368816,23.494208494208493,404.9491454335745
4,0.006248,0.003666,0.0003862,4823,0.0002972810831164747,10.001600768368816,23.59073359073359,404.9491454335745
4,0.006248,0.003696,0.0003862,9361,0.0005769952766023885,10.001600768368816,23.783783783783782,404.9491454335745
4,0.006248,0.003712,0.0003862,7042,0.0004340562693979297,10.001600768368816,23.886743886743886,404.9491454335745
4,0.006248,0.003731,0.0001154,2375,0.00014639074692134095,10.001600768368816,24.009009009009006,121.00241165985109
4,0.006248,0.003761,0.0003862,2423,0.0001493493809643828,10.001600768368816,24.2020592020592,404.9491454335745
4,0.006248,0.003777,0.0003862,14215,0.0008761871442049944,10.001600768368816,24.305019305019304,404.9491454335745
4,0.006248,0.003792,0.0003862,26461,0.0016310086544360433,10.001600768368816,24.4015444015444,404.9491454335745
4,0.006248,0.003807,0.0003862,7330,0.0004518080736561807,10.001600768368816,24.498069498069498,404.9491454335745
4,0.006248,0.003822,0.0003862,7184,0.00044280889510859515,10.001600768368816,24.594594594594593,404.9491454335745
4,0.006248,0.003838,0.0001154,2706,0.00016679299417648362,10.001600768368816,24.697554697554693,121.00241165985109
4,0.006248,0.003838,0.0003862,9775,0.0006025134952236243,10.001600768368816,24.697554697554693,404.9491454335745
4,0.006248,0.003853,0.0003862,16743,0.0010320085371385312,10.001600768368816,24.794079794079792,404.9491454335745
4,0.006248,0.003868,0.0003862,7052,0.0004346726514902301,10.001600768368816,24.890604890604887,404.9491454335745
4,0.006248,0.003883,0.0003862,18905,0.001165270345493874,10.001600768368816,24.987129987129986,404.9491454335745
4,0.006248,0.003899,0.0003862,13993,0.0008625034617559258,10.001600768368816,25.09009009009009,404.9491454335745
4,0.006248,0.003914,0.0003862,16912,0.0010424253944984077,10.001600768368816,25.186615186615185,404.9491454335745
4,0.006248,0.003929,0.0003862,2480,0.000152862758890495,10.001600768368816,25.283140283140284,404.9491454335745
4,0.006248,0.006218,1.526e-05,1320,8.136243618365056e-05,10.001600768368816,40.01287001287001,16.000838838209077
4,0.006248,0.006958,0.0001154,2876,0.00017727148974559014,10.001600768368816,44.77477477477477,121.00241165985109
4,0.006248,0.006973,0.0003862,2874,0.00017714821332713007,10.001600768368816,44.87129987129987,404.9491454335745
4,0.006248,0.006989,0.0001154,2873,0.00017708657511790002,10.001600768368816,44.97425997425997,121.00241165985109
4,0.006248,0.006989,0.0003862,2883,0.0001777029572102004,10.001600768368816,44.97425997425997,404.9491454335745
4,0.006248,0.007004000000000001,0.0003862,2877,0.0001773331279548202,10.001600768368816,45.07078507078507,404.9491454335745
4,0.006248,0.007026999999999999,0.0003862,2872,0.00017702493690867,10.001600768368816,45.21879021879021,404.9491454335745
